Question,Answer
O que devo apresentar para o banco para fechar um cambio antecipado de importacao,Apresentar a fatura proforma que deve contervalor em moeda estrangeiranome e endereco do comprador e do vendedordescricao da mercadoriaIncotermdata de embarque da mercadoria deve ser no minimo 3 dias uteis posterior ao fechamento do cambiotermo de Pagamento Antecipado deve ser informado na fatura que ela sera paga antecipadamente O termo pode ser In Advance Advanced Cash in Advance Payment Before Shipment entre outrosdados bancarios do exportador deve ser o mesmo exportador constante na fatura
Acho que posso pagar meu financiamento num prazo relativamente curto 36 meses mas por questoes de seguranca pretendo contratar a operacao em 48 meses para ficar com uma folga no orcamento Estou agindo certo,Fique atento pois a taxa de juros cobrada nas operacoes de financiamento varia conforme a faixa de prazo de pagamento das operacoes como por exemplo 25 a 36 meses e 37 a 48 meses Quanto mais longo o prazo maior sera a taxa de juros Avalie o valor da parcela mensal que pode ser paga mensalmente e deixando uma reserva para emergencias Evite contratar a operacao em prazo muito mais longo que o necessario
Estou financiando um veiculo de R 20 mil e posso pagar de entrada ate R 10 mil Entretanto para ficar com uma folga em caixa estou pensando em dar apenas R 8 mil de entrada Estou agindo corretamente,Atencao pois a taxa de juros do financiamento tambem varia conforme o percentual de entrada As vezes e melhor fazer um esforco para pagar os 50 de entrada e obter uma taxa de juros menor na contratacao da operacao
Em alguns meses do ano tenho despesas extras como o pagamento de impostos e material escolar Seria possivel nao pagar a parcela do financiamento do meu veiculo em alguns meses  predeterminados,Sim Voce pode optar pelo Pula Parcela diferencial BB que permite que o cliente possa escolher ate 2 meses por ano consecutivos ou nao onde a parcela do financiamento de veiculo nao e cobrada E interessante destacar que a opcao pelo Pula Parcela nao eleva a taxa de juros da operacao
Ja possuo uma operacao de financiamento de veiculo no BB e estou pensando em tentar reduzir o valor das parcelas E possivel,O BB dispoe da linha BB Credito Veiculo Renovacao onde voce pode optar por ampliar o prazo de pagamento da operacao ja contratada Procure o seu gerente
E possivel efetuar a substituicao financiador do veiculo,Sim Voce pode realizar a substituicao do cliente financiado do contrato desde que observadas as seguintes condicoeso instrumento de credito de celebracao da operacao deve ser exclusivamente contratoA transferencia de titularidade so pode ser realizada de Pessoa Fisica para Pessoa Fisica nao sendo permitida a transferencia para Pessoa JuridicaO contrato deve estar com as parcelas em diaCaso o financiamento esteja sob a conducao de escritorio terceirizado de cobranca primeiramente deve ser regularizado o contrato para dar inicio ao processoO novo cliente informado devera possuir limite de credito aprovado
E possivel realizar a substituicao do veiculo financiado,Sim Para realizar a substituicao do veiculo financiado voce deve procurar sua agencia de relacionamento ou contatar a Central de Atendimento do Banco do Brasil por meio dos telefones 40041011 para Capitais e Regioes Metropolitanas e 08007291011 para demais localidades 
Como faco a liberacao do gravame do veiculo apos liquidada a operacao,A baixa do gravame do veiculo financiado e realizada em ate 10 dias contados apos a liquidacao do contrato Caso haja algum problema com a liberacao do veiculo entre em contato com sua agencia de relacionamento ou ligue na Central de Atendimento do Banco do Brasil pelos telefones 40041011 para Capitais e Regioes Metropolitanas e 08007291011 para demais localidades 
Como faco para antecipar o pagamento das parcelas do financiamento de veiculo,Voce pode antecipar o pagamento das proximas parcelas a qualquer momento durante o periodo de vigencia da operacao Assim e permitida a antecipacao de parcelas em ordem crescente e decrescente Nao e permitida a antecipacao de parcelas intermediariasPara realizar o pagamento antecipado de parcelas do seu financiamento procure a sua agencia de relacionamento ou contate a Central de Atendimento do Banco do Brasil por meio dos telefones 40041011 para Capitais e Regioes Metropolitanas e 08007291011 para demais localidades
O que e necessario saber sobre a documentacao do veiculo,Apos a contratacao do financiamento voce tera o prazo de ate 30 dias contados a partir da data de assinatura do instrumento de credito e registro do gravame para transferir a propriedade do veiculo emissao de novo CRV que sera expedido pelo Detran com a expressao alienado fiduciariamente ao Banco do Brasil Nao cumprir o procedimento mencionado no prazo maximo de 30 dias constitui infracao de transito grave com pena de multa registro de 05 pontos na carteira e sujeito a retencao do veiculo conforme art 233 do Codigo de Transito Brasileiro CTBO gravame e baixado junto ao Detran apos ser liquidada a operacao Para que no documento nao conste a inscricao de alienacao fiduciaria sera necessaria a emissao de novo documento do veiculo Voce devera comparecer ao Detran e se informar a respeito dos procedimentos a serem adotados
Posso sair do Brasil com o veiculo,Sim porem e necessario que voce obtenha a autorizacao para viajar com o veiculo para fora do Brasil junto a sua agencia de relacionamento 
O que e o BB Credito Salario,Emprestimo com uma das melhores taxas e prazos com debito na conta corrente no dia do credito do seu salario
Como faco para solicitar outra via do meu instrumento de credito,Voce pode solicitar em sua agencia de relacionamento ou na Central de Atendimento do Banco do Brasil pelos telefones 40041011 para Capitais e Regioes Metropolitanas e 08007291011 para demais localidades 
O que fazer em caso de sinistro do veiculo roubo furto ou perda total durante a vigencia da operacao,Em caso de roubo ou perda total do veiculo entre em contato comnbsp a sua seguradora para comunicar o sinistroVoce podera substituir o veiculo financiado ou liquidar a operacao Caso a escolha seja pela substituicao do veiculo seu financiamento sera mantido e voce podera continuar pagando as parcelas normalmente O veiculo substituto deve atender aos parametros estabelecidos pelo BancoPara informar sua escolha entre em contato com a Central de Atendimento do Banco do Brasil solicitando a liquidacao da divida ou a substituicao do veiculo financiado
O que fazer em caso de sinistro do veiculo roubo furto ou perda total durante a vigencia da operacao,Em caso de roubo ou perda total do veiculo entre em contato comnbsp a sua seguradora para comunicar o sinistroVoce podera substituir o veiculo financiado ou liquidar a operacao Caso a escolha seja pela substituicao do veiculo seu financiamento sera mantido e voce podera continuar pagando as parcelas normalmente O veiculo substituto deve atender aos parametros estabelecidos pelo BancoPara informar sua escolha entre em contato com a Central de Atendimento do Banco do Brasil solicitando a liquidacao da divida ou a substituicao do veiculo financiado
Como posso consultar meus limites,Consulte seus limites de forma detalhada por meio dos caixas eletronicos caminho ou pela Internet Servicos gt Meus Limites gt Transacoes em Canais de Autoatendimento
Quem deve guardar a imagem do cheque compensado,O banco que emitiu o cheque banco sacado que e o destinatario da cobranca do cheque
O Banco sabe onde meu cheque foi depositado,Sim o Banco tem o registro do banco agencia e conta onde foram depositados os cheques emitidos pelo Banco do Brasil
Onde posso encontrar as normas de compensacao de cheques,Nas Circulares do Bacen 3532 e 3535 no sitio do Banco Central do Brasil  Bacen na Internet httpwwwbcbgovbrBUSCANORMA Titulo Cheque sem fundos CCF motivo 12 motivo 13 motivo 14
O que e CET,CETe a sigla para Custo Efetivo Total Por meio da resolucao do Conselho MonetarioNacional 3517 de 06122007 todas as instituicoes financeiras deveminformar desde o dia 03032008 o Custo Efetivo Total das operacoes deemprestimos e financiamentos A resolucao 4197 de 15032013 determina que aplanilha demonstrativa do CET seja entregue ao cliente previamente acontratacao da operacao onde deve constar o valor em reais de cada componentedo fluxo da operacao e os respectivos percentuais em relacao ao valor totaldevidoOCET e calculado considerando os fluxos referentes as liberacoes e aospagamentos previstos incluindo taxa de juros do contrato tributos tarifasseguros e outras despesas cobradas do cliente No Banco do Brasil o CET esta detalhadonos seguintes camposaTributos Imposto sobre Operacoes Financeiras IOFbSeguros eventuais seguros incidentes sobre os emprestimos e financiamentos cRegistros despesas cartorarias com registros de instrumentos contratuais eoutros documentos relativos a operacao de creditod Pagamento de servicos de terceiros OUTRAS DESPESAS  Despesa paga pelo cliente com remuneracao a terceiros a exemplo de pagamento a agente de credito e remuneracao as concessionarias no caso de financiamento de veiculos
O que e CCF,CCF e o Cadastro de Emitente de Cheques Sem Fundos normatizado pelo Banco Central do Brasil onde os bancos participantes da compensacao de cheques registram os dados das ocorrencias de cheques devolvidos por motivo 12 sem fundos pela segunda vez 13 conta corrente encerrada e 14 pratica espuria
Qualquer pessoa pode ter uma conta de poupanca no Banco do Brasil,Sim Qualquer pessoa por ter uma conta de poupanca noBanco do Brasil Basta dirigirse ate a agencia mais proxima com os documentospessoais RG e CPF comprovante de renda e comprovante de residencia
E preciso possuir renda para abrir uma poupanca,Nao Clientes sem remuneracao como estudantes tambem podem abrir uma conta de poupanca no Banco do Brasil Contudo atividades remuneradas ainda queinformais devem ser declaradas e o comprovante de rendimentos obrigatorio
E necessario algum deposito inicial,Nao ha obrigatoriedade de nenhum deposito inicial
Qual a remuneracao da poupanca,As Contas de poupanca sao remuneradas pela TR  TaxaReferencial  acrescida de Juros mensais de 05 outrimestrais de 15 enquanto a meta da taxa SELIC ao ano definida pelo BancoCentral do Brasil for superior a 85 Oito inteiros e cinco decimos porcento  70 da meta da taxa SELIC aoano mensalisada enquanto a meta da taxa SELIC ao ano definida pelo BancoCentral do Brasil for menor ou igual a 85 Oito inteiros e cinco decimos porcento
O que levar ao Banco para sair do CCF,O emitente de cheque incluido no CCF ou pessoa portadora de autorizacao assinada pelo emitente do cheque deve apresentar o cheque original ou em sua substituicao apresentar o recibo de quitacao do cheque emitido comprovadamente pelo favorecido acompanhado de certidoes negativas de protesto do cheque As certidoes negativas devem ser dos cartorios de protesto da praca onde fica a agencia da conta de origem do cheque e da praca onde mora o emitente do cheque se forem pracas diferentes
Como apresentar recibo do cheque quando o favorecido do cheque que consta no CCF for falecido ou empresa encerrada,O seu representante legal devidamente comprovado podera fornecer o recibo de quitacao
